Orthogroup	A_arenosa	A_thaliana
OG0009498	jg488	AT1G63810.1
OG0009499	jg523	AT1G63535.1, AT1G63522.1
OG0009500	jg547	AT1G63245.1
OG0009501	jg568	AT1G63170.1
OG0009502	jg573	AT1G63120.1
OG0009503	jg600	AT1G62981.1
OG0009504	jg625	AT1G62840.1
OG0009505	jg639	AT1G62710.1
OG0009506	jg648	AT1G62640.1
OG0009507	jg755	AT1G61900.1
OG0009508	jg758	AT1G61860.1
OG0009509	jg767	AT1G61795.1
OG0009510	jg771	AT1G61760.1
OG0009511	jg786	AT1G61667.2
OG0009512	jg10307, jg791	AT4G22260.1
OG0009513	jg794	AT1G61620.1
OG0009514	jg833	AT1G61340.1
OG0009515	jg856	AT1G61150.1
OG0009516	jg871	AT1G61050.2
OG0009517	jg885	AT1G60960.1
OG0009518	jg934	AT1G60570.1
OG0009519	jg943	AT1G60550.1
OG0009520	jg954	AT1G60490.1
OG0009521	jg978	AT1G60240.1
OG0009522	jg982	AT1G60190.1
OG0009523	jg989	AT1G60140.1
OG0009524	jg1010	AT1G59910.1
OG0009526	jg1053	AT1G59740.1
OG0009527	jg1056	AT1G59730.1
OG0009528	jg1088	AT1G59660.1
OG0009529	jg1091	AT1G59640.2
OG0009530	jg1101	AT1G59590.1
OG0009531	jg1168	AT1G58280.2
OG0009532	jg1183	AT1G58220.1
OG0009533	jg1214	AT1G58030.1
OG0009534	jg1222, jg3720	AT1G80470.1
OG0009535	jg1290, jg1284	AT4G22430.1
OG0009536	jg1371	AT1G56550.1
OG0009537	jg1409	AT1G56440.1
OG0009538	jg1460	AT1G55020.1
OG0009539	jg1543	AT1G54500.1
OG0009541	jg21925	AT5G52320.1
OG0009541	jg1879, jg1883	AT1G65340.1
OG0009542	jg1908	AT1G65440.1
OG0009543	jg1932	AT1G65520.1
OG0009544	jg24274	AT3G04110.1
OG0009545	jg2027	AT1G65950.1
OG0009546	jg2062	AT1G66210.1
OG0009547	jg2100, jg2099	AT1G66430.1
OG0009548	jg2114	AT1G66510.1
OG0009549	jg2116	AT1G66520.1
OG0009550	jg2141	AT1G66670.1
OG0009551	jg6341	AT5G24750.1
OG0009552	jg2187	AT1G66900.1
OG0009553	jg2231	AT1G67120.2
OG0009554	jg2264	AT1G67370.1
OG0009555	jg2298	AT1G67620.1
OG0009556	jg2310	AT1G67690.1
OG0009557	jg2311	AT1G67700.2
OG0009558	jg2346	AT1G67880.1
OG0009559	jg2352	AT1G67930.1
OG0009560	jg2354	AT1G68150.1
OG0009561	jg2375	AT1G67960.1
OG0009562	jg2376	AT1G67950.2
OG0009563	jg2399	AT1G68360.1
OG0009564	jg2429	AT1G68580.2
OG0009565	jg2438	AT1G68660.1
OG0009566	jg2439	AT1G68670.1
OG0009567	jg2441	AT1G68690.1
OG0009568	jg2475	AT1G68920.1
OG0009569	jg2501	AT1G69220.1
OG0009570	jg2523	AT1G69400.1
OG0009571	jg2540	AT1G69540.2
OG0009572	jg2548	AT1G69600.1
OG0009573	jg2628	AT1G70170.1
OG0009574	jg2640	AT1G70300.1
OG0009575	jg2649	AT1G70410.2
OG0009576	jg2654	AT1G70460.1
OG0009577	jg2719	AT1G71000.1
OG0009578	jg2724	AT1G71040.1
OG0009579	jg2743	AT1G71190.1
OG0009580	jg2785	AT1G71680.1
OG0009581	jg2799	AT1G71770.1
OG0009582	jg2811	AT1G71870.1
OG0009583	jg2818	AT1G71900.2
OG0009584	jg2832	AT1G72030.1
OG0009585	jg2906	AT1G72710.1
OG0009586	jg2925	AT4G09420.1
OG0009587	jg2937	AT1G72970.1
OG0009588	jg2942	AT1G73020.1
OG0009589	jg2948	AT1G73080.1
OG0009590	jg2950	AT1G73100.1
OG0009591	jg2959, jg2958	AT1G73170.3
OG0009592	jg2976	AT1G73350.5
OG0009593	jg2987	AT1G73480.1
OG0009594	jg2993	AT1G73550.1
OG0009595	jg2995	AT1G73560.1
OG0009596	jg3008	AT1G73660.1
OG0009597	jg3025	AT1G73830.1
OG0009598	jg3036	AT1G73920.1
OG0009599	jg3062	AT1G74100.1
OG0009600	jg3063	AT1G74110.1
OG0009601	jg3104	AT1G74510.1
OG0009602	jg3141	AT1G74890.1
OG0009603	jg3155, jg3157	AT1G75040.1
OG0009604	jg3162	AT1G75100.1
OG0009605	jg3168	AT1G75160.1
OG0009606	jg3171	AT1G75190.1
OG0009607	jg3229	AT1G75720.1
OG0009608	jg3238	AT1G75810.1
OG0009609	jg3261	AT1G76065.1
OG0009610	jg3273	AT1G76140.1
OG0009611	jg3312	AT1G76490.1
OG0009612	jg3320	AT1G76590.1
OG0009613	jg3327	AT1G76650.1
OG0009614	jg3382, jg3383	AT1G77160.1, AT1G77145.1
OG0009615	jg3401	AT1G77330.1
OG0009616	jg3408	AT1G77390.1
OG0009617	jg3410	AT1G77405.1
OG0009618	jg3434	AT1G77660.1
OG0009619	jg3443	AT1G77720.1
OG0009620	jg3455	AT1G77850.2
OG0009621	jg3460	AT1G77860.2
OG0009622	jg3477	AT1G78050.1
OG0009623	jg3484	AT1G78100.1
OG0009624	jg3496	AT1G78190.1
OG0009625	jg3531	AT1G78520.1
OG0009626	jg3546	AT1G78650.1
OG0009628	jg3581	AT1G78940.2
OG0009629	jg3590	AT1G79030.1
OG0009630	jg3620	AT1G79330.1
OG0009631	jg3652	AT1G79610.1
OG0009632	jg3660	AT1G79690.1
OG0009633	jg3678	AT1G80820.1
OG0009634	jg3681	AT1G80790.1
OG0009635	jg3683	AT1G80770.6
OG0009636	jg3695	AT1G80680.1
OG0009637	jg17235	AT2G26000.2
OG0009638	jg3713	AT1G80540.1
OG0009639	jg3714	AT1G80530.1
OG0009640	jg3725	AT1G80450.1
OG0009641	jg3727	AT1G80420.1
OG0009642	jg3734	AT1G80350.1
OG0009643	jg3738	AT1G80320.1
OG0009644	jg3749	AT1G80200.2
OG0009645	jg3750	AT1G80190.5
OG0009646	jg3759	AT1G80110.1
OG0009647	jg3761	AT1G80090.1
OG0009648	jg3770	AT1G80000.1
OG0009649	jg23927	AT3G01680.1
OG0009650	jg23959	AT3G01380.2
OG0009651	jg23962	AT3G01350.1
OG0009652	jg23978	AT3G01250.1
OG0009653	jg23989	AT3G01160.1
OG0009654	jg23990	AT3G01150.1
OG0009655	jg23994	AT3G01120.1
OG0009656	jg23995	AT3G01100.4
OG0009657	jg24021	AT3G02150.2
OG0009658	jg24054	AT3G02410.1
OG0009659	jg24080	AT3G02600.1
OG0009660	jg24085	AT3G02650.1
OG0009661	jg24086	AT3G02660.1
OG0009662	jg24107	AT3G02850.1
OG0009663	jg24169	AT3G03341.1
OG0009664	jg24184	AT3G03420.1
OG0009665	jg24201	AT3G03560.1
OG0009666	jg24208	AT3G03610.4
OG0009667	jg24209	AT3G03620.1
OG0009668	jg24213	AT3G03660.3
OG0009669	jg24224	AT3G03760.1
OG0009670	jg24243	AT3G03870.2
OG0009671	jg24260	AT3G03980.1
OG0009672	jg24265	AT3G04030.3
OG0009673	jg24268	AT3G04060.1
OG0009674	jg24308	AT3G04290.1
OG0009675	jg24313	AT3G04340.1
OG0009676	jg24319	AT3G04460.2
OG0009677	jg24327	AT3G04500.1
OG0009678	jg24328	AT3G04510.1
OG0009679	jg24343	AT3G04630.3
OG0009680	jg24350	AT3G04670.1
OG0009681	jg24354	AT3G04710.3
OG0009682	jg24359	AT3G04730.1
OG0009683	jg24366	AT3G04780.1
OG0009684	jg24379	AT3G04910.1
OG0009685	jg24403	AT3G05070.1
OG0009686	jg24404	AT3G05090.1
OG0009687	jg24405	AT3G05100.1
OG0009688	jg24410	AT3G05140.2
OG0009689	jg24416	AT3G05170.1
OG0009690	jg24438	AT3G05350.1
OG0009691	jg24442	AT3G05390.1
OG0009693	jg24472	AT3G05600.1
OG0009694	jg24483	AT3G05680.1
OG0009695	jg24487	AT3G05690.2
OG0009696	jg24491	AT3G05725.1
OG0009697	jg24509	AT3G05850.1
OG0009698	jg24517	AT3G05920.1
OG0009699	jg24528	AT3G05980.1
OG0009700	jg24555	AT3G06230.1
OG0009701	jg24574	AT3G06390.1
OG0009702	jg24577	AT3G06420.1
OG0009703	jg24595	AT3G06510.2
OG0009704	jg24600	AT3G06550.2
OG0009705	jg24622	AT3G06730.1
OG0009706	jg24629	AT3G06790.1
OG0009707	jg24630	AT3G06810.1
OG0009708	jg24640	AT3G06910.1
OG0009709	jg24670	AT3G07180.1
OG0009710	jg24672	AT3G07200.1
OG0009711	jg24676, jg24677	AT3G07250.1
OG0009712	jg24687	AT3G07330.1
OG0009713	jg24689	AT3G07350.1
OG0009714	jg24733	AT3G07750.1
OG0009715	jg24752	AT3G07950.1
OG0009716	jg24757	AT3G08000.1
OG0009717	jg24761	AT3G08030.1
OG0009718	jg24789	AT3G08760.1
OG0009719	jg24828	AT3G09070.1
OG0009720	jg24832	AT3G09100.2
OG0009721	jg24841	AT3G09180.1
OG0009722	jg24850	AT3G09270.1
OG0009723	jg24851	AT3G09280.1
OG0009724	jg24856	AT3G09320.1
OG0009725	jg24870	AT3G09430.1
OG0009726	jg24921	AT3G09925.1
OG0009727	jg24991	AT3G10530.1
OG0009728	jg24999, jg27437	AT3G10595.1
OG0009729	jg25007	AT3G10670.1
OG0009730	jg25013	AT3G10730.1
OG0009731	jg25024	AT3G10815.1
OG0009732	jg25066	AT3G11180.2
OG0009733	jg25068	AT3G11210.1
OG0009734	jg25095	AT3G11440.1
OG0009735	jg25100	AT3G11480.1
OG0009736	jg25105	AT3G11530.1
OG0009737	jg25106	AT3G11540.1
OG0009738	jg25148	AT3G11960.1
OG0009739	jg25164	AT3G12090.1
OG0009740	jg25174	AT3G12150.1
OG0009741	jg25202	AT3G12480.1
OG0009742	jg25203	AT3G12490.2
OG0009743	jg25216	AT3G12610.1
OG0009744	jg25226	AT3G12700.1
OG0009745	jg25234	AT3G12775.1
OG0009746	jg25252	AT3G12930.1
OG0009747	jg25260	AT3G12977.1
OG0009748	jg25286	AT3G13160.1
OG0009749	jg25288	AT3G13175.1
OG0009750	jg25290	AT3G13190.1
OG0009751	jg25296	AT3G13224.2
OG0009752	jg25297	AT3G13227.1
OG0009753	jg25304	AT3G13235.1
OG0009754	jg25325	AT3G13440.1
OG0009755	jg25367	AT3G13740.3
OG0009756	jg25390	AT3G13880.1
OG0009757	jg25415	AT3G14075.1
OG0009758	jg25426	AT3G14180.1
OG0009759	jg25436	AT3G14240.1
OG0009760	jg25440	AT3G14280.1
OG0009761	jg25492	AT3G14750.1
OG0009762	jg25528	AT3G15070.1
OG0009763	jg25549	AT3G15260.1
OG0009764	jg25564	AT3G15350.1
OG0009765	jg25569	AT3G15353.1
OG0009766	jg25587	AT3G15450.1
OG0009767	jg25590	AT3G15470.1
OG0009768	jg25624	AT3G15800.1
OG0009769	jg25632	AT3G15880.2
OG0009770	jg25638	AT3G15970.1
OG0009771	jg25668	AT3G16210.1
OG0009772	jg25687	AT3G16360.2
OG0009773	jg25709	AT3G16540.1
OG0009773	jg25712	AT3G16550.1
OG0009774	jg25732	AT3G16630.1
OG0009775	jg25738, jg25835	AT3G16690.3
OG0009776	jg25761	AT3G16840.2
OG0009777	jg25815	AT3G17220.1
OG0009778	jg25868	AT3G17640.1
OG0009779	jg25871	AT3G17660.2
OG0009780	jg25907, jg25909	AT3G17890.1
OG0009781	jg25914	AT3G17940.1
OG0009782	jg25916	AT3G17970.1
OG0009783	jg25946	AT4G21460.2, AT3G18240.1
OG0009784	jg25947	AT3G18250.1
OG0009785	jg25949	AT3G18270.1
OG0009786	jg25952	AT3G18290.1
OG0009787	jg25963	AT3G18360.1
OG0009788	jg25982	AT3G18510.1
OG0009789	jg25994	AT2G10550.1, AT3G18630.1
OG0009790	jg26031	AT3G18930.1
OG0009791	jg26038	AT3G19010.1
OG0009792	jg26039	AT3G19020.1
OG0009793	jg26046	AT3G19090.2
OG0009794	jg26052	AT3G19160.1
OG0009795	jg26063	AT3G19260.1
OG0009796	jg26088	AT3G19480.1
OG0009797	jg26091	AT3G19508.1
OG0009798	jg26111	AT3G19640.1
OG0009799	jg26116	AT3G19680.1
OG0009800	jg26132	AT3G19850.1
OG0009801	jg26171	AT3G20190.1
OG0009802	jg26172	AT3G20200.1
OG0009803	jg26187	AT3G20320.1
OG0009804	jg26194	AT3G20390.2
OG0009805	jg26199	AT3G20420.1
OG0009806	jg26213	AT3G20555.1
OG0009807	jg27778, jg26223	AT3G20630.1
OG0009808	jg26253	AT3G20840.1
OG0009809	jg26364	AT3G21670.1
OG0009810	jg26393	AT3G21880.2
OG0009811	jg26429	AT3G22104.1
OG0009812	jg26441	AT3G22180.1
OG0009813	jg26442	AT3G22190.1
OG0009814	jg26454	AT3G22275.1
OG0009815	jg26455	AT3G22290.1
OG0009816	jg26535	AT3G22970.1
OG0009817	jg26548	AT3G23060.1
OG0009818	jg26564	AT3G23170.1
OG0009819	jg26570	AT3G23210.1
OG0009820	jg26595	AT3G23410.1
OG0009821	jg26597	AT3G23430.1
OG0009822	jg26600	AT3G23490.1
OG0009823	jg26612	AT3G23610.3
OG0009824	jg26626	AT3G23670.1
OG0009825	jg26662	AT3G23890.1
OG0009826	jg26664	AT3G24255.7, AT3G23910.1
OG0009827	jg26667	AT3G24250.1
OG0009828	jg26671	AT3G24225.1
OG0009829	jg26672	AT3G24220.1
OG0009830	jg26674, jg26694	AT3G24210.1
OG0009831	jg26726	AT3G23920.1
OG0009832	jg26737, jg27105	AT3G24315.1
OG0009833	jg26767	AT3G24515.3
OG0009836	jg26800	AT3G24650.1
OG0009837	jg26801	AT3G24660.1
OG0009838	jg26846	AT3G25070.2
OG0009839	jg26859	AT3G25190.1
OG0009840	jg26890	AT3G25470.1
OG0009841	jg26905	AT3G25530.1
OG0009842	jg26933	AT2G04240.1
OG0009843	jg26977	AT2G04620.1
OG0009844	jg26988	AT2G04700.1
OG0009845	jg27081	AT2G05620.1
OG0009846	jg27138	AT2G05990.1
OG0009847	jg27183	AT2G06530.1
OG0009848	jg27271	AT2G07180.1
OG0009849	jg27291	AT2G07690.1
OG0009850	jg27363	AT2G12400.1
OG0009851	jg27391	AT2G13350.1
OG0009852	jg27392	AT2G13360.1
OG0009853	jg27443	AT2G14170.1
OG0009854	jg27505	AT2G14750.1
OG0009856	jg27517	AT2G14825.1
OG0009857	jg27576	AT2G15560.1
OG0009858	jg27617	AT2G15830.1
OG0009859	jg27648	AT2G16070.2
OG0009860	jg27668	AT2G16250.1
OG0009861	jg27754	AT2G16650.1
OG0009861	jg13091	AT5G60430.1
OG0009862	jg27769	AT2G16740.1
OG0009863	jg19117, jg27787	AT2G39355.1, AT3G23633.1
OG0009864	jg27789	AT2G16900.1
OG0009865	jg27791	AT2G16920.1
OG0009866	jg27804	AT2G17030.1
OG0009867	jg27845	AT2G17220.1
OG0009868	jg27855	AT2G17300.1
OG0009869	jg27865	AT2G17370.1
OG0009870	jg27890	AT2G17580.1
OG0009871	jg27906	AT2G17720.1
OG0009872	jg27925	AT2G17890.1
OG0009873	jg27929	AT2G17940.1
OG0009874	jg27954	AT2G18090.1
OG0009875	jg27979	AT2G18196.1
OG0009876	jg27982	AT2G18230.1
OG0009877	jg27992	AT2G18328.1
OG0009878	jg27996	AT2G18350.1
OG0009879	jg28034	AT4G10100.1
OG0009880	jg28039	AT2G18640.1
OG0009881	jg28040	AT2G18650.1
OG0009882	jg28042	AT2G18670.1
OG0009883	jg28066	AT2G18890.1
OG0009884	jg28092	AT2G19090.1
OG0009885	jg28130	AT2G19460.2
OG0009886	jg28135	AT2G19500.1
OG0009887	jg28164	AT2G19690.2
OG0009888	jg28174	AT2G19790.1
OG0009889	jg28196	AT2G19970.1
OG0009890	jg19421	AT2G41380.1
OG0009891	jg28215	AT2G20030.1
OG0009892	jg28217	AT2G20060.1
OG0009893	jg28224	AT2G20142.1
OG0009894	jg28230	AT2G20190.1
OG0009895	jg28253	AT2G20370.1
OG0009896	jg28278	AT2G20570.2
OG0009897	jg28289	AT2G20670.1
OG0009898	jg13467, jg28304	AT3G27330.1
OG0009899	jg28307	AT2G20815.3
OG0009900	jg28316	AT2G20835.1
OG0009901	jg16495	AT2G20920.1
OG0009902	jg16510	AT2G21070.3
OG0009903	jg16529, jg16514	AT2G21110.1
OG0009904	jg16520	AT2G21170.1
OG0009905	jg16539	AT2G21260.1
OG0009906	jg16554	AT2G21385.1
OG0009908	jg16588	AT2G21720.2
OG0009909	jg16635	AT2G22090.2
OG0009910	jg16641	AT2G22125.1
OG0009911	jg16701	AT2G22740.1
OG0009912	jg16703	AT2G22750.3
OG0009913	jg16749	AT2G23050.1
OG0009914	jg16794	AT2G23350.1
OG0009915	jg16813	AT2G23530.1
OG0009916	jg16833	AT2G23700.1
OG0009917	jg16834	AT2G23740.2
OG0009918	jg16839	AT2G23770.1
OG0009919	jg16842	AT2G23790.1
OG0009920	jg16843	AT2G23800.1
OG0009921	jg16866	AT2G24040.1
OG0009922	jg16904	AT2G24270.2
OG0009923	jg21415, jg16908	AT2G24310.1
OG0009924	jg16919	AT2G24370.1
OG0009925	jg16937	AT2G24500.1
OG0009926	jg16994, jg19481	AT2G41870.1
OG0009927	jg10340	AT4G22000.1
OG0009928	jg17094	AT2G25320.3
OG0009929	jg17137	AT2G25565.1
OG0009930	jg17161	AT2G25680.1
OG0009931	jg17162	AT2G25690.1
OG0009932	jg17201	AT2G25870.1
OG0009933	jg17227	AT2G25920.1
OG0009934	jg17231	AT2G25970.1
OG0009935	jg17334	AT2G26340.2
OG0009936	jg17351	AT2G26430.1
OG0009937	jg18453, jg17402	AT2G33560.2
OG0009938	jg17442	AT2G26690.1
OG0009939	jg17537	AT2G26900.1
OG0009940	jg17548	AT2G26970.1
OG0009941	jg17650	AT2G27430.1
OG0009942	jg17693	AT2G27690.1
OG0009943	jg17704	AT2G27740.1
OG0009944	jg17707	AT2G27770.1
OG0009945	jg17717	AT2G27810.4
OG0009946	jg17736	AT2G27980.1
OG0009947	jg17760	AT2G28090.1
OG0009948	jg17778	AT2G28200.1
OG0009949	jg17807	AT2G28430.1
OG0009950	jg17819	AT2G28510.1
OG0009951	jg17831	AT2G28600.1
OG0009952	jg17834	AT2G28630.1
OG0009953	jg17914	AT2G29180.1
OG0009954	jg17955, jg17951, jg17957, jg17953	AT2G29430.1
OG0009955	jg18004, jg18011	AT2G29900.1
OG0009956	jg18022	AT2G29950.1
OG0009957	jg18069	AT2G30290.2
OG0009958	jg18078	AT2G30370.1
OG0009959	jg18079	AT2G30380.1
OG0009960	jg18094	AT2G30530.1
OG0009961	jg18117	AT2G30690.1
OG0009962	jg18118	AT2G30700.1
OG0009963	jg18127	AT2G30780.1
OG0009964	jg18154	AT2G31035.1
OG0009966	jg18164	AT2G31110.2
OG0009967	jg18165	AT2G31130.1
OG0009968	jg18172	AT2G31190.1
OG0009969	jg18174	AT2G31210.1
OG0009970	jg18177	AT2G31220.2
OG0009971	jg18192	AT2G31310.1
OG0009972	jg18239	AT2G31750.2
OG0009973	jg18243	AT2G31800.1
OG0009974	jg18258	AT2G31930.1
OG0009975	jg18262	AT2G31955.1
OG0009976	jg18281	AT2G32080.1
OG0009977	jg18283	AT2G32100.1
OG0009978	jg18284	AT2G32120.1
OG0009979	jg18304	AT2G32350.1
OG0009980	jg18319, jg18743	AT2G36110.1
OG0009981	jg18346	AT2G32700.7
OG0009982	jg18365	AT2G32850.2
OG0009983	jg18382	AT2G32990.1
OG0009984	jg18395	AT2G33100.1
OG0009985	jg18430	AT2G33320.1
OG0009986	jg18437, jg12217	AT2G33385.2
OG0009987	jg18446	AT2G33480.1
OG0009988	jg18454	AT2G33570.1
OG0009989	jg18468	AT2G33700.1
OG0009990	jg18483	AT2G33790.1
OG0009991	jg18494	AT2G33850.1
OG0009992	jg18495	AT2G33855.1
OG0009993	jg18533	AT2G34340.1
OG0009994	jg18534	AT2G34350.1
OG0009995	jg18536	AT2G34357.1
OG0009996	jg18546	AT2G34440.1
OG0009997	jg18547	AT2G34450.2
OG0009998	jg18549	AT2G34470.2
OG0009999	jg18559	AT2G34570.1
OG0010000	jg18560	AT2G34580.1
OG0010001	jg18565	AT2G34620.1
OG0010002	jg18585	AT2G34700.1
OG0010003	jg18587	AT2G34710.1
OG0010004	jg18588	AT2G34720.1
OG0010005	jg18590	AT2G34730.1
OG0010006	jg18591	AT2G34740.1
OG0010007	jg18603	AT2G34860.1
OG0010008	jg18651	AT2G35300.1
OG0010009	jg18653	AT2G35320.1
OG0010010	jg18664	AT2G35420.1
OG0010011	jg18705	AT2G35710.1
OG0010012	jg18710	AT2G35770.1
OG0010013	jg18745	AT2G36130.1
OG0010014	jg18754	AT2G36230.1
OG0010015	jg18790	AT2G36560.1
OG0010016	jg18806	AT2G36690.1, AT2G06960.1
OG0010017	jg18833	AT2G36910.1
OG0010018	jg18841	AT2G36990.1
OG0010019	jg18860	AT2G37150.3
OG0010020	jg18875	AT2G37260.1
OG0010021	jg18881	AT2G37320.1
OG0010022	jg18889	AT2G37400.1
OG0010023	jg18917	AT2G37590.1
OG0010024	jg18928	AT2G37670.2
OG0010025	jg18941	AT2G37780.1
OG0010026	jg18976	AT2G38080.1
OG0010027	jg18979	AT2G38110.1
OG0010028	jg19014	AT2G38370.2
OG0010029	jg19024	AT2G38420.1
OG0010030	jg19035	AT2G38500.1
OG0010031	jg19058	AT2G38740.1
OG0010032	jg19067	AT2G38823.1
OG0010033	jg19075	AT2G38920.1
OG0010034	jg19080	AT2G38970.1
OG0010035	jg19090	AT2G39060.1
OG0010036	jg19096	AT2G39120.1
OG0010037	jg19098	AT3G43340.1
OG0010037	jg19140	AT2G39140.1
OG0010038	jg19132	AT2G39220.1
OG0010039	jg19192	AT2G39710.1
OG0010040	jg19206	AT2G39795.1
OG0010041	jg19209	AT2G39805.2
OG0010042	jg19235	AT2G40000.1
OG0010043	jg19247	AT2G40095.1
OG0010044	jg19268	AT2G40190.1
OG0010045	jg19270	AT2G40200.1
OG0010046	jg19284	AT2G40320.1
OG0010047	jg19293	AT2G40370.1
OG0010048	jg19297	AT2G40380.1
OG0010049	jg19328	AT2G40620.1
OG0010050	jg19369	AT2G40935.1
OG0010051	jg19376	AT2G40995.2
OG0010052	jg19398	AT2G41220.1
OG0010053	jg19412	AT2G41330.1
OG0010054	jg19425	AT2G41410.1
OG0010055	jg19439	AT2G41530.1
OG0010056	jg19443	AT2G41600.7
OG0010057	jg19463	AT2G41740.1
OG0010058	jg19464	AT2G41750.1
OG0010059	jg19480	AT2G41860.1
OG0010060	jg19489	AT2G41930.1
OG0010061	jg19505	AT2G42070.1
OG0010062	jg19511	AT2G42120.1
OG0010063	jg19572	AT2G42560.1
OG0010064	jg19615	AT2G42910.1
OG0010065	jg19625	AT2G43010.5
OG0010066	jg19629	AT2G43050.1
OG0010067	jg19636	AT2G43110.1
OG0010068	jg19637	AT2G43120.2
OG0010069	jg9175, jg19644	AT2G43190.1
OG0010070	jg19647	AT2G43210.1
OG0010071	jg19650	AT2G43230.2
OG0010072	jg19660	AT2G43290.1
OG0010073	jg19663	AT2G43330.1
OG0010074	jg19672	AT2G43390.1
OG0010076	jg19684	AT2G43490.1
OG0010077	jg19700	AT2G43600.2
OG0010078	jg19722	AT2G43750.1
OG0010079	jg19723	AT2G43760.1
OG0010080	jg19724	AT2G43770.1
OG0010081	jg19745	AT2G43970.1
OG0010082	jg19755	AT2G44080.1
OG0010083	jg19807	AT2G44520.1
OG0010084	jg19809	AT2G44530.1
OG0010085	jg19820	AT2G44640.1
OG0010086	jg13065	AT2G02590.1
OG0010087	jg19857	AT2G44925.1
OG0010088	jg19870	AT1G45332.1, AT2G45030.1
OG0010089	jg19872	AT2G45050.1
OG0010090	jg19873	AT2G45060.1
OG0010091	jg19908	AT2G45200.2
OG0010092	jg19920	AT2G45280.2
OG0010093	jg19929	AT2G45360.1
OG0010094	jg19933	AT2G45410.1
OG0010095	jg19942	AT2G45500.5
OG0010096	jg19958	AT2G45640.1
OG0010097	jg19959	AT2G45650.1
OG0010098	jg19969	AT2G45730.1
OG0010099	jg19987	AT2G45890.1
OG0010100	jg19988	AT2G45900.1
OG0010101	jg20014	AT2G46150.1
OG0010102	jg20057	AT2G46505.1
OG0010103	jg20072	AT2G46660.1
OG0010104	jg20083	AT2G46770.1
OG0010105	jg20143	AT2G47320.1
OG0010106	jg20151	AT2G47390.1
OG0010107	jg20171	AT2G47560.1
OG0010108	jg20188	AT2G47730.1
OG0010109	jg20196	AT2G47810.1
OG0010110	jg20197	AT2G47820.1
OG0010111	jg20201	AT2G47860.3
OG0010112	jg20213, jg9022	AT2G47980.1
OG0010113	jg20217	AT2G48020.1
OG0010114	jg20220	AT2G48060.2
OG0010115	jg20224	AT2G48090.2
OG0010116	jg20227	AT2G48120.1
OG0010117	jg20230	AT2G48140.1
OG0010118	jg12896	AT2G01060.1
OG0010119	jg12908	AT2G01170.1
OG0010120	jg12916	AT2G01260.1
OG0010121	jg12940	AT2G01505.1
OG0010122	jg12973	AT2G01720.1
OG0010123	jg12975	AT2G01735.1
OG0010124	jg12976	AT2G01740.1
OG0010125	jg12979	AT2G01755.2
OG0010126	jg12981	AT2G01770.1
OG0010127	jg12985	AT2G01810.1
OG0010128	jg12989	AT2G01850.1
OG0010129	jg13006	AT2G01950.1
OG0010130	jg13037	AT2G02220.1
OG0010131	jg13052	AT2G02400.1
OG0010132	jg13063	AT2G02560.1
OG0010133	jg13078	AT2G02800.1
OG0010134	jg13080	AT2G02820.2
OG0010135	jg13150	AT2G03500.1
OG0010136	jg13156, jg13154	AT2G03550.1
OG0010137	jg13186	AT2G03840.1
OG0010138	jg13189	AT2G03880.1
OG0010139	jg13190	AT2G03890.1
OG0010141	jg13220	AT3G25597.1
OG0010142	jg13223	AT3G25620.2
OG0010143	jg13226	AT5G40820.2
OG0010144	jg13231	AT3G25690.5
OG0010145	jg13232	AT3G25700.1
OG0010146	jg13233	AT3G25710.1
OG0010147	jg13247	AT3G25805.1
OG0010148	jg13252	AT3G25855.1
OG0010149	jg13262	AT3G25890.1
OG0010150	jg13277	AT3G26000.1
OG0010151	jg13292	AT3G26090.1
OG0010152	jg13296	AT3G26120.1
OG0010153	jg13299	AT3G26140.3
OG0010154	jg13332, jg13331	AT3G26430.1
OG0010155	jg13340	AT3G26510.7
OG0010156	jg13345	AT3G26570.1
OG0010157	jg13367	AT3G26744.1
OG0010158	jg13369	AT3G26760.1
OG0010159	jg13402	AT3G27010.1
OG0010160	jg13419	AT3G27170.1
OG0010161	jg13428, jg13437, jg13444	AT3G27220.1
OG0010162	jg13464	AT3G27325.2
OG0010164	jg13536	AT3G27785.1
OG0010165	jg13550	AT3G27920.1
OG0010166	jg13614	AT3G28450.1
OG0010167	jg13669	AT3G28860.1
OG0010168	jg21406, jg13686	AT5G48600.2
OG0010169	jg13699	AT3G28970.1
OG0010170	jg13751	AT3G29270.1
OG0010171	jg13756	AT3G29280.2
OG0010172	jg13761	AT3G29310.1
OG0010174	jg13789, jg13787	AT3G29385.1
OG0010175	jg13804	AT3G29390.1
OG0010176	jg13827	AT3G29760.2
OG0010177	jg13877	AT3G30460.2
OG0010178	jg13898	AT3G32930.1
OG0010179	jg13948	AT3G42170.1
OG0010180	jg13961	AT3G42670.4
OG0010181	jg14033	AT3G43600.1
OG0010182	jg14034	AT3G43610.2
OG0010183	jg14050	AT3G43720.1
OG0010184	jg14070, jg15378	AT3G54450.1
OG0010185	jg14077	AT3G43860.1
OG0010186	jg14081	AT3G43920.2
OG0010187	jg14150	AT3G44350.2
OG0010188	jg14167	AT3G44540.1
OG0010189	jg14201	AT3G44680.1
OG0010190	jg5219, jg14219	AT5G14050.1
OG0010191	jg14243	AT3G44910.1
OG0010192	jg14247	AT3G44940.1
OG0010193	jg14294	AT3G45260.1
